"occurrence_no","name","diet","type","length_m","max_ma","min_ma","region","lng","lat","class","family"
474638,"Lufengosaurus","herbivorous","sauropod",6,199.3,190.8,"Yunnan",104.083298,25.683331,"Saurischia","Massospondylidae"
475067,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.231327,-9.695653,"Saurischia","Brachiosauridae"
475132,"Mamenchisaurus","herbivorous","sauropod",22,163.5,157.3,"Sichuan",106.900002,32.366669,"Saurischia","Mamenchisauridae"
475133,"Cryolophosaurus","carnivorous","large theropod",8,199.3,182.7,null,166.449997,-84.333336,"Saurischia",null
475135,"Glacialisaurus",null,null,null,199.3,182.7,null,166.449997,-84.333336,"Saurischia","Massospondylidae"
475138,"Paralititan","herbivorous","sauropod",28,100.5,93.9,"Al Jizah",28.984722,28.33639,"Saurischia",null
475139,"Carcharodontosaurus","carnivorous","large theropod",15,100.5,93.9,"Al Jizah",28.984722,28.33639,"Saurischia","Carcharodontosauridae"
475140,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.236462,-9.704053,"Saurischia","Brachiosauridae"
475141,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.228008,-9.696665,"Saurischia","Dicraeosauridae"
475142,"Janenschia","herbivorous","sauropod",20,152.1,145,"Lindi",39.23233,-9.694606,"Saurischia",null
475143,"Tornieria",null,null,null,152.1,145,"Lindi",39.228096,-9.710123,"Saurischia","Diplodocidae"
475144,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.232185,-9.693338,"Saurischia","Dicraeosauridae"
475146,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.232185,-9.693338,"Saurischia","Brachiosauridae"
475148,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.253571,-9.693981,"Saurischia","Brachiosauridae"
475157,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.239048,-9.695831,"Saurischia","Brachiosauridae"
475158,"Janenschia","herbivorous","sauropod",20,152.1,145,"Lindi",39.239048,-9.695831,"Saurischia",null
475161,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.223774,-9.711796,"Saurischia","Brachiosauridae"
475162,"Giraffatitan","herbivorous","sauropod",23,155.7,150.8,"Lindi",39.229034,-9.675514,"Saurischia","Brachiosauridae"
475163,"Dicraeosaurus","herbivorous","sauropod",20,155.7,150.8,"Lindi",39.229954,-9.682364,"Saurischia","Dicraeosauridae"
475209,"Elaphrosaurus","carnivorous","large theropod",6.2,155.7,150.8,"Lindi",39.221272,-9.684436,"Saurischia",null
475218,"Ceratosaurus","carnivorous","large theropod",6,155.7,150.8,"Lindi",39.213799,-9.679919,"Saurischia",null
475222,"Elaphrosaurus","carnivorous","large theropod",6.2,155.7,150.8,"Lindi",39.228348,-9.681635,"Saurischia",null
475223,"Dicraeosaurus","herbivorous","sauropod",20,155.7,150.8,"Lindi",39.228348,-9.681635,"Saurischia","Dicraeosauridae"
475224,"Giraffatitan","herbivorous","sauropod",23,155.7,150.8,"Lindi",39.228348,-9.681635,"Saurischia","Brachiosauridae"
475225,"Janenschia","herbivorous","sauropod",20,155.7,150.8,"Lindi",39.228348,-9.681635,"Saurischia",null
475242,"Giraffatitan","herbivorous","sauropod",23,155.7,150.8,"Lindi",39.213799,-9.679919,"Saurischia","Brachiosauridae"
475243,"Giraffatitan","herbivorous","sauropod",23,155.7,150.8,"Lindi",39.221272,-9.684436,"Saurischia","Brachiosauridae"
475245,"Janenschia","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia",null
475246,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
475247,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.231956,-9.713026,"Saurischia","Brachiosauridae"
475248,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
475249,"Tornieria",null,null,null,152.1,145,"Lindi",39.228428,-9.709236,"Saurischia","Diplodocidae"
475250,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
475251,"Dicraeosaurus","herbivorous","sauropod",20,155.7,150.8,"Lindi",39.213799,-9.679919,"Saurischia","Dicraeosauridae"
475253,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.224609,-9.709615,"Saurischia","Brachiosauridae"
475254,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704402,"Saurischia","Dicraeosauridae"
475255,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704402,"Saurischia","Brachiosauridae"
475257,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.230438,-9.711632,"Saurischia","Dicraeosauridae"
475258,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
475259,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.215565,-9.710173,"Saurischia","Dicraeosauridae"
475264,"Tornieria",null,null,null,152.1,145,"Lindi",39.235405,-9.704402,"Saurischia","Diplodocidae"
475306,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"New Mexico",-108.084167,36.343613,"Saurischia","Dromaeosauridae"
475307,"Yaverlandia",null,null,null,136.4,125.45,"England",-1.13,50.665001,"Saurischia",null
477074,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Utah",-111.270554,38.731667,"Saurischia",null
477075,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Utah",-111.270554,38.731667,"Saurischia","Allosauridae"
477078,"Anchisaurus","herbivorous","sauropod",2,201.3,190.8,"Connecticut",-72.550735,41.809765,"Saurischia",null
477082,"Coelophysis","carnivorous","small theropod",2,201.3,199.3,"Connecticut",-72.76667,41.397221,"Saurischia",null
477083,"Anchisaurus","herbivorous","sauropod",2,201.3,190.8,"Massachusetts",-72.588058,42.103611,"Saurischia",null
479382,"Eucnemesaurus",null,null,null,228,201.3,"Eastern Cape",26.616667,-30.950001,"Saurischia","Riojasauridae"
479408,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.624329,50.791401,"Saurischia","Dromaeosauridae"
479409,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.624329,50.791401,"Saurischia","Troodontidae"
479417,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alaska",-151,70,"Saurischia","Troodontidae"
479456,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.463036,50.750069,"Saurischia","Dromaeosauridae"
479483,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.531418,50.75544,"Saurischia","Dromaeosauridae"
479508,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.321968,50.82914,"Saurischia","Dromaeosauridae"
479510,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.321968,50.82914,"Saurischia","Troodontidae"
479515,"Velocisaurus",null,null,null,86.3,83.6,"Neuquén",-68.058479,-38.941151,"Saurischia","Noasauridae"
479548,"Efraasia",null,null,null,215.56,212,"Baden-Württemberg",8.9764,49.0644,"Saurischia",null
479560,"Plateosaurus","herbivorous","sauropod",7,208.5,201.3,"Schaffhausen",8.4667,47.700001,"Saurischia","Plateosauridae"
479561,"Plateosaurus","herbivorous","sauropod",7,208.5,201.3,"Schaffhausen",8.4667,47.700001,"Saurischia","Plateosauridae"
479563,"Plateosaurus","herbivorous","sauropod",7,208.5,201.3,"Schaffhausen",8.4833,47.75,"Saurischia","Plateosauridae"
479587,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.514679,50.767208,"Saurischia","Dromaeosauridae"
479588,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.514679,50.767208,"Saurischia","Troodontidae"
479622,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.523872,50.765007,"Saurischia","Dromaeosauridae"
479623,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.523872,50.765007,"Saurischia","Troodontidae"
479652,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.506981,50.750423,"Saurischia","Dromaeosauridae"
479653,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.506981,50.750423,"Saurischia","Troodontidae"
479677,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.524963,50.748547,"Saurischia","Dromaeosauridae"
479678,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.524963,50.748547,"Saurischia","Troodontidae"
479687,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Texas",-103.199997,29.200001,"Saurischia","Dromaeosauridae"
479688,"Richardoestesia","carnivorous","small theropod",1.5,83.5,70.6,"Texas",-103.199997,29.200001,"Saurischia","Dromaeosauridae"
479711,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.577621,50.812054,"Saurischia","Dromaeosauridae"
479717,"Alamosaurus","herbivorous","sauropod",21,83.5,70.6,"New Mexico",-108.217056,36.271099,"Saurischia","Saltasauridae"
479718,"Alamosaurus","herbivorous","sauropod",21,70.6,66,"New Mexico",-108.067459,36.332088,"Saurischia","Saltasauridae"
479719,"Alamosaurus","herbivorous","sauropod",21,83.5,70.6,"New Mexico",-108.084167,36.343887,"Saurischia","Saltasauridae"
479740,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.474724,50.750278,"Saurischia","Dromaeosauridae"
479748,"Alamosaurus","herbivorous","sauropod",21,83.5,70.6,"New Mexico",-108.101944,36.343887,"Saurischia","Saltasauridae"
479749,"Alamosaurus","herbivorous","sauropod",21,83.5,70.6,"New Mexico",-108.101944,36.343887,"Saurischia","Saltasauridae"
479774,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.514915,50.749939,"Saurischia","Dromaeosauridae"
479776,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.514915,50.749939,"Saurischia","Troodontidae"
479800,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.39872,50.754803,"Saurischia","Dromaeosauridae"
479802,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.39872,50.754803,"Saurischia","Troodontidae"
480295,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.63166,50.809345,"Saurischia","Dromaeosauridae"
480297,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.63166,50.809345,"Saurischia","Troodontidae"
480306,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Montana",-112.199997,47.799999,"Saurischia","Troodontidae"
481755,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481756,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia","Allosauridae"
481757,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481759,"Amphicoelias",null,null,null,152.1,145,"Colorado",-105.231598,38.547501,"Saurischia","Diplodocidae"
481760,"Camarasaurus","herbivorous","sauropod",23,152.1,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481761,"Allosaurus","carnivorous","large theropod",12,152.1,145,"Colorado",-105.231598,38.547501,"Saurischia","Allosauridae"
481932,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481933,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481934,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481935,"Amphicoelias",null,null,null,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia","Diplodocidae"
481936,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481940,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.231598,38.547501,"Saurischia",null
481941,"Amphicoelias",null,null,null,157.3,145,"Colorado",-105.2397,38.5527,"Saurischia","Diplodocidae"
481951,"Haplocanthosaurus","herbivorous","sauropod",21.5,157.3,152.1,"Colorado",-105.2202,38.533501,"Saurischia",null
481957,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.210602,38.5168,"Saurischia",null
481969,"Allosaurus","carnivorous","large theropod",12,157.3,152.1,"Colorado",-105.212502,38.541,"Saurischia","Allosauridae"
481979,"Brontosaurus","herbivorous","sauropod",22,157.3,145,"Colorado",-105.212502,38.541,"Saurischia","Diplodocidae"
481991,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.193703,38.544998,"Saurischia",null
481992,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Colorado",-105.193703,38.544998,"Saurischia","Allosauridae"
481995,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Colorado",-105.193703,38.544998,"Saurischia","Diplodocidae"
481999,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Colorado",-105.231598,38.546501,"Saurischia","Diplodocidae"
482005,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Colorado",-105.210602,38.5168,"Saurischia","Diplodocidae"
482007,"Torvosaurus","carnivorous","large theropod",10,157.3,152.1,"Colorado",-105.210602,38.5168,"Saurischia","Megalosauridae"
482010,"Allosaurus","carnivorous","large theropod",12,157.3,152.1,"Colorado",-105.210602,38.5168,"Saurischia","Allosauridae"
482022,"Neuquenraptor",null,null,null,93.5,85.8,"Neuquén",-69.550003,-38.900002,"Saurischia","Dromaeosauridae"
482024,"Byronosaurus",null,null,null,83.6,66,"Omnogov",100.901947,43.664444,"Saurischia","Troodontidae"
483343,"Cedarosaurus",null,null,null,129.4,125,"Utah",-109.555984,38.845818,"Saurischia","Brachiosauridae"
483399,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483402,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483404,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483410,"Janenschia","herbivorous","sauropod",20,152.1,145,"Lindi",39.228508,-9.708957,"Saurischia",null
483411,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.228508,-9.708957,"Saurischia","Dicraeosauridae"
483414,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483419,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483438,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.251282,-9.656345,"Saurischia","Brachiosauridae"
483452,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483453,"Janenschia","herbivorous","sauropod",20,152.1,145,"Lindi",39.117435,-9.794863,"Saurischia",null
483454,"Janenschia","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia",null
483456,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483457,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483468,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483469,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483483,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483486,"Dicraeosaurus","herbivorous","sauropod",20,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483495,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483497,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483499,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483500,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483501,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483502,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483503,"Dicraeosaurus","herbivorous","sauropod",20,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483504,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483505,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483506,"Dicraeosaurus","herbivorous","sauropod",20,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483507,"Tornieria",null,null,null,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Diplodocidae"
483508,"Elaphrosaurus","carnivorous","large theropod",6.2,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia",null
483509,"Dicraeosaurus","herbivorous","sauropod",20,163.5,157.3,"Lindi",39.22842,-9.704556,"Saurischia","Dicraeosauridae"
483511,"Giraffatitan","herbivorous","sauropod",23,163.5,157.3,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
483512,"Chirostenotes","omnivorous","small theropod",1.7,70.6,66,"Montana",-107.116699,47.549999,"Saurischia","Caenagnathidae"
483513,"Richardoestesia","carnivorous","small theropod",1.5,70.6,66,"Montana",-107.116699,47.549999,"Saurischia","Dromaeosauridae"
483562,"Richardoestesia","carnivorous","small theropod",1.5,70.6,66,"Montana",-107.133301,47.549999,"Saurischia","Dromaeosauridae"
483621,"Paronychodon","carnivorous","large theropod",5,70.6,66,"Montana",-107.316704,47.616699,"Saurischia","Troodontidae"
483642,"Richardoestesia","carnivorous","small theropod",1.5,70.6,66,"Wyoming",-104.533333,43.183334,"Saurischia","Dromaeosauridae"
483646,"Pectinodon",null,null,null,70.6,66,"Wyoming",-104.533333,43.183334,"Saurischia","Troodontidae"
483672,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Montana",-110.583298,48.9333,"Saurischia","Dromaeosauridae"
483681,"Albertosaurus","carnivorous","large theropod",9,83.5,70.6,"Montana",-110.583298,48.9333,"Saurischia","Tyrannosauridae"
483685,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.581944,-15.908056,"Saurischia","Abelisauridae"
483690,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.5825,-15.908611,"Saurischia","Abelisauridae"
483691,"Masiakasaurus","carnivorous","small theropod",2,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia","Noasauridae"
483692,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia","Abelisauridae"
483698,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Matabeleland North",28.4,-19.966667,"Saurischia","Massospondylidae"
483700,"Syntarsus",null,null,null,201.3,190.8,"Free State",27.367222,-28.984444,"Saurischia",null
483701,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Free State",27.367222,-28.984444,"Saurischia","Massospondylidae"
483702,"Coelophysis","carnivorous","small theropod",2,201.3,190.8,"Matabeleland North",28.409721,-19.966667,"Saurischia",null
483867,"Coelophysis","carnivorous","small theropod",2,208.5,201.3,"New Mexico",-106.473099,36.331699,"Saurischia",null
484409,"Saturnalia",null,null,null,237,228,"Mashonaland Central",30.333332,-16.233334,"Saurischia",null
484410,"Patagonykus",null,null,null,93.5,85.8,"Neuquén",-69.550003,-38.900002,"Saurischia","Alvarezsauridae"
484986,"Chindesaurus","carnivorous","small theropod",4,228,208.5,"Arizona",-109.794441,35.087502,"Saurischia","Herrerasauridae"
485071,"Galeamopus",null,null,null,157.3,145,"Wyoming",-106.780556,43.649166,"Saurischia","Diplodocidae"
